youtubeId,movieId,title
cXPXBbaFa8s,25987,"Crucified Lovers, The (Chikamatsu monogatari) (1954)"
Jt4rhAwQG-Q,25989,French Cancan (1954)
oCJ0fJX1i8Q,25990,It Should Happen to You (1954)
-Qbm-T_OSa4,25991,"Long, Long Trailer, The (1953)"
QDtZVcSJPGU,25993,Magnificent Obsession (1954)
gVmJFia8Yfg,25994,Salt of the Earth (1954)
gdegfJaSG-4,25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954)
nP6Px3wSKOc,25996,"Star Is Born, A (1954)"
bienKPcoZgU,25998,Three Coins in the Fountain (1954)
yCENBce_dls,25999,"Wild One, The (1953)"
UNLogTnvCMA,26000,"Cobweb, The (1955)"
g97uFgJHaiY,26001,It's Always Fair Weather (1955)
5PxVfC1dYWg,26002,Confidential Report (1955)
4aHnDRhOomA,26003,Night and Fog (Nuit et brouillard) (1955)
mHksIw08Rxc,26006,"Seven Little Foys, The (1955)"
TuOVNMW0P2c,26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)"
NVy_x7q2jDw,26008,Anything Goes (1956)
x1ChSdFyxnk,26009,"Burmese Harp, The (Biruma no tategoto) (1956)"
LLxCuvi74zQ,26010,Carousel (1956)
FM7KeXxLkwA,26016,All at Sea (1957)
xfbDIgMSlGQ,26018,Chase a Crooked Shadow (1958)
ykXXhjg7SJs,26019,Fiend Without a Face (1958)
jcayjS9at2U,26021,Jailhouse Rock (1957)
KX_9hc4-AR8,26022,Man of a Thousand Faces (1957)
pADw8x4zjsk,26025,"Spirit of St. Louis, The (1957)"
O96Uew_MrYA,26026,"Undead, The (1957)"
kN5orElkXdY,26027,Zero Hour! (1957)
8kNOEDdy5FY,26028,Carve Her Name with Pride (1958)
4k5cuSs7jiM,26030,Corridors of Blood (1958)
tioJLZXnYSo,26033,Giants and Toys (Kyojin to gangu) (1958)
ttsNBbYjrF0,26034,"Last Hurrah, The (1958)"
BJctOoVGfis,26035,Machine Gun Kelly (1958)
-4MTo-i1jug,26038,Teacher's Pet (1958)
ba_qh6dbtAM,26042,Torpedo Run (1958)
z0FF9JLIj1c,26043,"Vikings, The (1958)"
UKpK-olcdNY,26044,Al Capone (1959)
CDWgX3kRMFc,26047,Invisible Invaders (1959)
l8dsbqUm-iw,26048,"Human Condition II, The (Ningen no joken II) (1959)"
hOlV9YkQDD8,26049,Fires on the Plain (Nobi) (1959)
E_WrGE7Ew-Q,26050,North West Frontier (1959)
k94PTF2VMj0,26051,"Nun's Story, The (1959)"
vcdECMJ8mNs,26052,Pickpocket (1959)
04tBDrPy9Uw,26055,Floating Weeds (Ukigusa) (1959)
Otrvgssd5SM,26056,"Young Philadelphians, The (1959)"
HzA7sqRgp-0,26058,"Leech Woman, The (1960)"
ooW3aSKfsVA,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)
dZDMKzE5wf4,26062,"Sundowners, The (1960)"
8AMKb0p3R40,26063,Sunrise at Campobello (1960)
47SZLpjL8HM,26064,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)"
87EN14TiUKI,26066,Bachelor in Paradise (1961)
LhckfdDSY5M,26067,"Deadly Companions, The (1961)"
hiSpSjYO-XU,26068,"4 Horsemen of the Apocalypse, The (1962)"
yx8w2YVEtTQ,26070,"Intruder, The (1962)"
Uv34UJPcJoo,26072,Murder She Said (1961)
ZZLPybUl0B0,26073,"Human Condition III, The (Ningen no joken III) (1961)"
59LQvDqS1to,26074,Paris Blues (1961)
8P94QNCgZoA,26076,Scream of Fear (a.k.a. Taste of Fear) (1961)
eVmIJvNSQdg,26078,Advise and Consent (1962)
ipJfehsEmrM,26079,David and Lisa (1962)
lwvjSz3YC50,26080,Eegah (1962)
Xfswo9ZClas,26082,Harakiri (Seppuku) (1962)
XXMS5ZXKvYA,26083,"Loneliness of the Long Distance Runner, The (1962)"
cbiBx5T2uX0,26084,"Music Man, The (1962)"
MEmZ_A0UTrA,26085,Mutiny on the Bounty (1962)
EHqnSX4SJ_A,26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou) (1962)"
FNugmurs5ys,26088,"Four Days of Naples, The (Le quattro giornate di Napoli) (1962)"
WlGt-S9Fn2E,26090,"Easy Life, The (Il Sorpasso) (1962)"
N9Bbr0Z2LvM,26093,"Wonderful World of the Brothers Grimm, The (1962)"
tqqLJ_kXD58,26094,"Eclisse, L' (Eclipse) (1962)"
hpoXoyO_KHE,26095,"Carabineers, The (Carabiniers, Les) (1963)"
Bz7CLziCEUk,26096,"Cardinal, The (1963)"
FozX2fNBQKg,26098,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The (1964)"
yH1EOGR3DlI,26099,"Kiss of the Vampire, The (1963)"
Eh-p2kJsiNc,26100,Love with the Proper Stranger (1963)
8Cbh2UqXk-s,26101,McLintock! (1963)
tiGUPaGyqxE,26104,Murder at the Gallop (1963)
3GTL_86uOho,26106,"New Kind of Love, A (1963)"
LZ4TVr_FVTg,26107,"Prize, The (1963)"
AF98rueDDVQ,26108,Sunday in New York (1963)
8yXFu7p5b8k,26109,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs) (1963)
EEieLn-gUyQ,26110,36 Hours (1965)
ArLJHj4WKYA,26111,Becket (1964)
gf7JRO9Ha1o,26112,Behold a Pale Horse (1964)
MjUbfK1jvTY,26113,"Best Man, The (1964)"
gluDUR-_qKU,26116,"Hush... Hush, Sweet Charlotte (1964)"
q92KrKaoBuY,26117,"Killers, The (1964)"
kFvdT67lalE,26119,"Naked Kiss, The (1964)"
Y5mFJGSbdYs,26122,Onibaba (1964)
JRpsNchGxL4,26123,Robin and the 7 Hoods (1964)
hJkyFUpAnuk,26124,Robinson Crusoe on Mars (1964)
oo46XEf8AC0,26125,"Spider Baby or, The Maddest Story Ever Told (Spider Baby) (1968)"
DOB2c8kgmSk,26127,"Visit, The (1964)"
vDhl7HRY8Dk,26128,What a Way to Go! (1964)
Ca3M2feqJk8,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
8J4x8OIkDL8,26133,"Charlie Brown Christmas, A (1965)"
a2gLSghWmpE,26134,Dracula: Prince of Darkness (1966)
P1coDNUdV74,26136,"Hallelujah Trail, The (1965)"
7kkgIe1TI5k,26137,"Heroes of Telemark, The (1965) "
ww4_ZbsDK1M,26138,"Hill, The (1965)"
Nnaf9Nneb7A,26139,In Harm's Way (1965)
LHUfHj2lTaM,26140,Incubus (1966)
62FuWtAvNpo,26141,"Loved One, The (1965)"
osW1wMWqs9I,26142,Major Dundee (1965)
fmaghg5qUPs,26144,Operation Crossbow (1965)
xLfjItB-reQ,26146,Ride in the Whirlwind (1965)
AGeq3aMQpbU,26147,"Thousand Clowns, A (1965)"
Kuyme-U9-es,26148,"Train, The (1964)"
CbguowlkZ4g,26150,Andrei Rublev (Andrey Rublyov) (1969)
FED1zl5p-kA,26151,Au Hasard Balthazar (1966)
whgBnumr3QQ,26152,Batman (1966)
UHkdux17PBs,26153,Grand Prix (1966)
MdKmMcwRQqA,26155,Khartoum (1966)
TCdZpjfIaj0,26156,Dragon Gate Inn (Dragon Inn) (Long men kezhan) (1967)
sF03ZFt8t8w,26157,Manos: The Hands of Fate (1966)
LnBgon5-LN4,26158,Closely Watched Trains (Ostre sledované vlaky) (1966)
6wxDwxIEJxE,26159,Tokyo Drifter (Tôkyô nagaremono) (1966)
C5Ig-sa3XAw,26160,Asterix and the Gauls (Astérix le Gaulois) (1967)
ISZ4tMKU4PY,26162,Gappa: The Triphibian Monsters (AKA Monster from a Prehistoric Planet) (Daikyojû Gappa) (1967)
VY4HtQ-XJQE,26163,Don't Look Back (1967)
PwHpbH_Qy9o,26164,Fando and Lis (Fando y Lis) (1968)
Ue0AtGoaxKI,26167,The Incident (1967)
ZA_qbqRMtGQ,26169,Branded to Kill (Koroshi no rakuin) (1967)
xbb7LBLJvoc,26170,"Bride Wore Black, The (La mariée était en noir) (1968)"
zrYB8hgyq4s,26171,Play Time (a.k.a. Playtime) (1967)
07_5AsFwPPg,26172,Point Blank (1967)
5updNaVyvBU,26174,The Shooting (1966)
DAiWLy6lxVU,26175,"St. Valentine's Day Massacre, The (1967)"
4jBiSALYC08,26176,Titicut Follies (1967)
htPUlxvvieU,26177,Tony Rome (1967)
2HPtSGg2b4s,26178,Two for the Road (1967)
ySSIPnY48Ac,26180,Up the Down Staircase (1967)
o71sphawRsk,26181,"War Wagon, The (1967)"
W6D-r1CU-VM,26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
9k7sl9ni-Lk,26185,Dracula Has Risen from the Grave (1968)
0x0SPL4jbe8,26187,Head (1968)
hm-q_w0bYLc,26188,"Heart Is a Lonely Hunter, The (1968)"
1m58giTA-OE,26189,"I Love You, Alice B. Toklas! (1968)"
9CSLkdNjwE0,26191,Petulia (1968)
nVYZeZUKvv0,26194,"Subject Was Roses, The (1968)"
EiIH5PewAzs,26195,Sympathy for the Devil (1968)
DBxQeyrYpIo,26198,"Yours, Mine and Ours (1968)"
VSmJdLBasyU,26199,Alice's Restaurant (1969)
lR843dK0Inc,26203,Colossus: The Forbin Project (1970)
kc5pDgVwqKs,26204,Death Rides a Horse (Da uomo a uomo) (1967)
52t3sIdNTWk,26205,"Goodbye, Mr. Chips (1969)"
iCLpB7SHLqE,26206,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
CF6HzGUZ1ps,26207,Last Summer (1969)
AKzDv3UAGI8,26208,My Night At Maud's (Ma Nuit Chez Maud) (1969)
WaLMsZU6NaY,26209,"Magic Christian, The (1969)"
M4lOi7VI42c,26210,Marlowe (1969)
RV-M-ryiDJw,26211,More (1969)
b54hl_1msMY,26213,"Reivers, The (1969)"
SvAzUkb31iU,26214,Taste the Blood of Dracula (1970)
HAEupoqmwz8,26215,"Joke, The (Zert) (1969)"
GwArCCZZq8I,26216,...tick... tick... tick... (1970)
MyuRvncXW8o,26219,Brewster McCloud (1970)
_ryPe4S7m60,26221,Dirty Dingus Magee (1970)
G2oS6Esfow8,26222,Dodes'ka-den (Clickety-Clack) (1970)
mcnyPZZE64w,26223,Gamera vs. Jiger (1970)
KLGpWN1elJ0,26225,"Claire's Knee (Genou de Claire, Le) (1970)"
Gn16wo58MWY,26226,"Hi, Mom! (1970)"
C6MmU3krHnE,26227,House of Dark Shadows (1970)
hXyF_c0A4Hw,26228,"Swedish Love Story, A (Kärlekshistoria, En) (1970)"
vAntT41i2hA,26229,"Landlord, The (1970)"
vaQR4Fm3sAM,26230,On a Clear Day You Can See Forever (1970)
oUgAYEkSIzo,26231,Performance (1970)
Wvdo05vxkjI,26232,Rejs (1970)
m2MRWRnSzs4,26235,Long Live Death (Viva la muerte) (1971)
erABk3zHSFY,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
w25VNoHhwPo,26237,Zabriskie Point (1970)
n47_BZ2pj5U,26240,"Beguiled, The (1971)"
ZHEe_iIt2WI,26241,"Devils, The (1971)"
IyGqTZju2dA,26242,Duel (1971)
UB2AXmIALQg,26243,Evil Roy Slade (1972)
VH4KWS4CYkA,26245,"Go-Between, The (1970)"
K7AFmXc0wK0,26246,Johnny Got His Gun (1971)
UKJ0R2H7VO4,26247,Lawman (1971)
e310gD8HyOY,26248,Let's Scare Jessica to Death (1971)
pzNTQ-a_bUE,26249,They Call Me Trinity (1971)
Q5y6v3YAjlQ,26251,Mon Oncle Antoine (1971)
fDmlWbT7pYQ,26252,"New Leaf, A (1971)"
5aZ09MkpoTI,26253,Nicholas and Alexandra (1971)
HL2tDM928eU,26254,Von Richthofen and Brown (1971)
Zw1HJEQjz60,26255,Scars of Dracula (1970)
qPo_m1DSiFA,26256,Support Your Local Gunfighter (1971)
5jHSd7nTHZw,26257,Sweet Sweetback's Baadasssss Song (1971)
3joYVNyyi5w,26258,"Topo, El (1970)"
AQ4UvOczjnw,26259,"Emigrants, The (Utvandrarna) (1971)"
oL1TV7Xq4FU,26263,Fiend with the Electronic Brain (Blood of Ghastly Horror) (1972)
Vm_3QdOQtP4,26265,Dr. Phibes Rises Again (1972)
KhBfI8_xPAk,26266,Dracula A.D. 1972 (1972)
jOlfJWEEBLo,26267,Get to Know Your Rabbit (1972)
VluVDDQ8lRo,26268,"Tall Blond Man with One Black Shoe, The (Le grand blond avec une chaussure noire) (1972)"
xUh6ePH9RZU,26271,Lady Sings the Blues (1972)
lH91b7871ls,26274,Payday (1973)
oCbvy4mICSw,26277,Slither (1973)
kolc_v3jqxA,26280,Traffic (Trafic) (1971)
wLwHaK86DsM,26282,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)"
TxaqjQWQVAk,26283,Charley Varrick (1973)
CbjhPVENHEA,26285,Dark Star (1974)
YUMPnS5IMOs,26287,"Delicate Balance, A (1973)"
8qkte0d_P5g,26288,Dracula (1973)
G86I_tp8Z6g,26289,Emperor of the North (Emperor of the North Pole) (1973)
lWoqCVY9x0Y,26290,Executive Action (1973)
k3TrLczE9Oo,26291,"Glass Menagerie, The (1973)"
2RYq1PLdT0s,26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
5vwgpSLwOVU,26295,Invasion of the Bee Girls (1973)
51xR-FG8QCg,26297,Lemora: A Child's Tale of the Supernatural (1973)
Bcs3_b3VXSU,26299,Phase IV (1974)
J-n5Wq7y0G4,26301,Save the Tiger (1973)
nYZPkHzf48Q,26302,Scarecrow (1973)
XvsixXqC-gM,26303,Sisters (1973)
SLKSyy5AwtQ,26304,"Spook Who Sat by the Door, The (1973)"
abVSa5-Q7JY,26306,Theatre of Blood (1973)
3JJ_qpCprfQ,26307,King Boxer: Five Fingers of Death (Tian xia di yi quan) (1972)
bx_XBnGx1LE,26308,Turkish Delight (Turks fruit) (1973)
oejUHM2jngw,26309,Walking Tall (1973)
uibutcYAwZM,26312,Butley (1974)
IzZ_ANWL_yM,26313,California Split (1974)
xKrZ8eTcdK4,26314,"Cars That Ate Paris, The (1974)"
1ogoVSAT4Ew,26315,Conrack (1974)
S_1-2pt4Az4,26316,Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti) (1974)
DsOXacenEk8,26317,Emmanuelle (1974)
V8h1q7_dVW0,26318,"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)"
5-c2I4ADfnk,26320,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973)
o6AyAM1buQ8,26322,Gone in 60 Seconds (1974)
RkG6HMPBJoo,26323,"Groove Tube, The (1974)"
aPZ87LqYzlM,26324,Harry and Tonto (1974)
QcE6CdR60NY,26325,Hearts and Minds (1974)
V_k8oaeHsnc,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)"
B8w0iRQDAl8,26327,"Little Prince, The (1974)"
b5M9sbRMfrU,26333,"Terminal Man, The (1974)"
hfQkMSh6ZD0,26334,Thieves Like Us (1974)
ww4aewXEFfE,26336,"Adventure of Sherlock Holmes' Smarter Brother, The (1975)"
g3qJOjbaKe4,26337,"Adventures of the Wilderness Family, The (1975)"
11pT3z89D10,26338,Cousin cousine (1975)
SIUEHsyt54I,26339,Dolemite (1975)
1WVGszqwkkI,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"
UOz8uhAmJr4,26341,Emmanuelle 2 (1975)
htf7JgTmjdY,26342,"Farewell, My Lovely (1975)"
fk1Skx5CUuc,26343,"Fortune, The (1975)"
BK10bJ3rSjQ,26344,French Connection II (1975)
sfZhXhCGwEA,26345,"Great Waldo Pepper, The (1975)"
5VdHOEMtSvM,26346,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)"
1KdMNgQsPgQ,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
ojlsNs91Dfw,26349,Night Moves (1975)
i4oZ9xymXHE,26350,"Passenger, The (Professione: reporter) (1975)"
x_cmJ6MJ9IM,26353,"Hand of Death, The (Shao Lin men) (1976)"
3Fu-DAEZ-PQ,26354,Sister Street Fighter (Onna hissatsu ken) (1974)
HIhkEHMyuUM,26356,Supervixens (1975)
BdSAzMWrtKM,26357,Trilogy of Terror (1975)
8j7WX0GWg5Q,26359,1900 (Novecento) (1976)
YSrTHpV25hw,26360,"Small Change (Argent de poche, L') (1976)"
wmcLyzALIPo,26364,From Noon Till Three (1976)
RyKWcBsPoNs,26365,Futureworld (1976)
iCiVMngILEI,26366,Harlan County U.S.A. (1976)
FWqacYqZBGk,26368,"Marquise of O, The (Marquise von O..., Die) (1976)"
7QVBYbmHrPs,26369,Maîtresse (Mistress) (1975)
rO_Ml_eYED4,26370,"Message, The (a.k.a. Mohammad: Messenger of God) (1976)"
REDvyCr3ZhY,26371,The Missouri Breaks (1976)
YcG3SKQ6gOA,26372,"Slave of Love, A (Raba lyubvi) (1976)"
4cyhBroQsNA,26375,Silver Streak (1976)
RYqeGn6rO2Y,26377,Up! (1976)
SoZs9d0qt_k,26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976)
BrA9rYb732g,26379,Jesus of Nazareth (1977)
x3NZSXHwGtg,26380,ABBA: The Movie (1977)
5HxNQJq6YRM,26383,Demon Seed (1977)
k-YgTlyt8Ek,26386,High Anxiety (1977)
_0-UwlKeRxM,26387,"Man Who Loved Women, The (Homme qui aimait les femmes, L') (1977)"
GAqhTZ08Gqg,26388,"Hound of the Baskervilles, The (1978)"
spKekOaHa4k,26391,"New York, New York (1977)"
riLN2mCUFto,26392,Providence (1977)
UMof5PuQF7w,26393,Sorcerer (1977)
R2sUO3IeoJI,26394,"Turning Point, The (1977)"
dZB-THUHyHY,26395,"Rutles: All You Need Is Cash, The (1978)"
ABbjHHOS6iQ,26397,Brass Target (1978)
No6gBqauUMg,26398,Capricorn One (1978)
3aEl8kyCs-4,26399,"5 Deadly Venoms, The (Wu du) (Five Deadly Venoms) (1978)"
5sDCWh0fqlg,26400,Gates of Heaven (1978)
vHliqlsig90,26401,Last Hurrah for Chivalry (Hao xia) (1979)
nDCVVdr_AQs,26402,Harper Valley P.T.A. (1978)
o4YJfc_7zNk,26403,"Hobbit, The (1977)"
LgDdG042qb0,26404,In Praise of Older Women (1978)
h6ryWiw72pU,26409,"Clonus Horror, The (1979)"
-reXrV73dUU,26410,"Grapes of Death, The (Raisins de la mort, Les) (1978)"
OlPS1h_LZZI,26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
YBgM5nzb8Us,26414,"Wedding, A (1978)"
-MXX14L06nA,26416,Best Boy (1979)
WKCquNH_CEw,26418,Buffet froid (1979)
tC0FRKPuZM4,26422,Hair (1979)
K45bBcuWmu0,26424,I as in Icarus (I... comme Icare) (1979)
dBBZ6uZD3VQ,26425,"In-Laws, The (1979)"
s2pw-nZuP30,26429,Love at First Bite (1979)
SXbQ4jRI-uc,26430,"Luna, La (1979)"
hVwzG9WOUBA,26431,Opening Night (1977)
uXUrhmZPaQk,26432,Quintet (1979)
CopS9rPE9D0,26433,Rockers (1978)
BvmGWxnR55E,26435,Starting Over (1979)
ITwfbhtuTHA,26438,Defiance (1980)
f8z4JAenBPo,26444,"Hitch Hikers Guide to the Galaxy, The (1981)"
OgNzz6RdETw,26446,Genocide (1982)
ECl7T1ODPEQ,26450,Treasure of the Yankee Zephyr (Race for the Yankee Zephyr) (1981)
6Jzz3WcVORg,26452,"Blue and the Gray, The (1982)"
FqZTN594JQw,26453,Smiley's People (1982)
TU2RLwEsxT4,26459,"Scarlet Pimpernel, The (1982)"
RRILgwNJNkI,26462,Bad Boys (1983)
3XPQtkllKxo,26463,Barefoot Gen (Hadashi no Gen) (1983)
-sXVcdpEPJQ,26464,Blue Thunder (1983)
YxlsO0jpxG0,26465,D.C. Cab (1983)
gIk6aBLCoHg,26467,"Day After, The (1983)"
KZEEcb_yIAg,26468,Deal of the Century (1983)
lzDRkXnNYU0,26470,Doctor Detroit (1983)
XhHgYnAZGpI,26471,Eddie Murphy Delirious (1983)
KbfvnT40zZU,26472,"Norte, El (1984)"
2_5UZTOYTWk,26475,Lianna (1983)
YHRPwjpH6tM,26476,Merry Christmas Mr. Lawrence (1983)
I1r_KUjRRxM,26479,"Pirates of Penzance, The (1983)"
Cf8lcTzObOY,26480,"Raiders of Atlantis, The (1983)"
ktZdVtEWfLY,26481,First Name: Carmen (Prénom Carmen) (1983)
3kPP45npLaQ,26483,Rock & Rule (1983)
7voEoWRKbAE,26485,Rumble Fish (1983)
g1zeU16TuI4,26486,"Makioka Sisters, The (Sasame-yuki) (1983)"
E_VsB_NZLSs,26487,Star 80 (1983)
il3uzcVNk0E,26488,"Star Chamber, The (1983)"
35Ze9l0tYgQ,26489,Strange Invaders (1983)
QdTdQ6jIfB8,26490,Stroker Ace (1983)
aGwZGu_-MnU,26491,To Be or Not to Be (1983)
CCC_FG15FtQ,26492,Twilight Zone: The Movie (1983)
mUJRmw5b2oA,26493,"4th Man, The (Fourth Man, The) (Vierde man, De) (1983)"
3DAhIHu7mYE,26494,Suburbia (1984)
iqP8syLXpkI,26495,Yellowbeard (1983)
S9iyWQy7PQw,26496,One Deadly Summer (L'été meurtrier) (1983)
Lf8SvfsVCmg,26497,Another Country (1984)
0SvW6ld2CsI,26498,Boy Meets Girl (1984)
uOAftLOT6Ck,26501,Choose Me (1984)
ku76enY11nE,26502,"Christmas Carol, A (1984)"
h0xMbWlVFRI,26504,Cloak & Dagger (1984)
FHMFooKZsFs,26505,Comfort and Joy (1984)
TIxht8-c0Gg,26507,Dangerous Moves (La diagonale du fou) (1984)
Ek08KvgqFGM,26509,Electric Dreams (1984)
HenB3gt6SAY,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"
Vmty5rt-yF8,26512,"Hit, The (1984)"
MZVSG0Vtwbk,26513,"Ice Pirates, The (1984)"
KRPKUkFZFig,26514,Irreconcilable Differences (1984)
c4ewZgx5FGQ,26519,Next of Kin (1984)
947EZoZ10aQ,26520,Full Moon in Paris (Les nuits de la pleine lune) (1984)
wM8gKLkmZEI,26521,Racing with the Moon (1984)
qY_673utTMI,26523,"Silent Night, Deadly Night (1984)"
Jet-Ubwk5l8,26524,"Times of Harvey Milk, The (1984)"
usgS16X870I,26526,Drunken Tai Chi (Siu taai gik) (1984)
POnayAHs0vw,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984)
czJi_FpLBYY,26528,Anne of Green Gables (1985)
a_xaH-oMCO0,26529,Asterix vs. Caesar (Astérix et la surprise de César) (1985)
6oga9OWRMmw,26530,Barbarian Queen (1985)
nORLMZHcrZo,26532,Beer (1985)
kDzme60CB-I,26536,Bliss (1985)
tJC9kDxCCsU,26538,Creator (1985)
zsJhonpcetk,26539,Death of a Salesman (1985)
ZT7jOmxqBQI,26540,Demons (Dèmoni) (1985)
rI8-FZqz9pk,26542,Ewoks: The Battle for Endor (1985)
dIrtQAibsNA,26544,Heaven Help Us (1985)
aqFCTofqh1o,26546,Mr. Vampire (Geung si sin sang) (1985)
dnNDftMUm_U,26547,Police Story (Ging chaat goo si) (1985)
K7lbn6tFyeo,26550,Mishima: A Life in Four Chapters (1985)
EH096uGZg58,26551,Nine Deaths of the Ninja (1985)
QdHoYtBzdX0,26554,"Quiet Earth, The (1985)"
OlfeVnKpmH4,26555,Spies Like Us (1985)
bqII5fTtYJg,26558,"Stuff, The (1985)"
hv8wCz3icW4,26559,Target (1985)
yQC1R1IgM4A,26560,"Unknown Soldier, The (Tuntematon sotilas) (1985)"
-he8aLdB0KA,26561,Vision Quest (1985)
VHpKeRSLnF8,26562,White Nights (1985)
HMyFtjaSSAU,26564,'Round Midnight (1986)
YO7xWHzXlo4,26566,"Best of Times, The (1986)"
ASKBjWox5Zk,26567,Club Paradise (1986)
KkR9Ny_FLYQ,26569,Dead End Drive-In (1986)
SZ2SMTl8jlA,26571,Flodder (1986)
m4KDO7w4PWo,26574,Ginger and Fred (Ginger e Fred) (1986)
DkoYe_xWYZg,26577,Nobody's Fool (1986)
k4izcNMy4rY,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)"
5JcBAdnVHZY,26580,"Park Is Mine, The (1986)"
MOOgDDrcCjg,26581,Sherman's March (1985)
GFcDCJyP9fo,26582,Solarbabies (1986)
yEbvc32n7bU,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)"
YIHtiLqSO94,26589,Dragons Forever (1988)
UUvtcd-ufIQ,26590,G.I. Joe: The Movie (1987)
XKwteCwCSMw,26593,Hell Comes to Frogtown (1988)
vWTL9AFrxUo,26596,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?) (1987)
oKTm-EFgEXk,26597,Leif (1987)
CkSPLPRbqks,26599,"Law of Desire (Ley del deseo, La) (1987)"
l8bpN0y1TAw,26600,Malone (1987)
5BBn-7H2kEk,26602,Pathfinder (Ofelas) (1987)
D5I3Lt8PwyQ,26603,Prince of Darkness (1987)
sIDCU467dCA,26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
CBP4TjE5U8Q,26608,Street Smart (1987)
VwT2x5mFRuE,26610,Weeds (1987)
zzaW_Ns5W6o,26611,"Whales of August, The (1987)"
6F6bD3vYuw0,26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)"
ON4gof8Epl4,26613,Ashik Kerib (1988)
ooNSm6Uug3g,26614,"Bourne Identity, The (1988)"
wAmuZsI75kc,26615,Cannibal Women in the Avocado Jungle of Death (1989)
4glquMRJLF8,26616,Cobra Verde (1987)
9_G7l8Za_Fo,26617,Comic Book Confidential (1988)
dUUF24CkOQM,26622,Dominick and Eugene (1988)
IGMeFCooSUg,26628,Jack's Back (1988) 
tKO3CGDBfkE,26629,Killer Klowns from Outer Space (1988)
cFoVHVeLk-M,26630,Moonwalker (1988)
SBMLRb_mIl8,26631,Alice (Neco z Alenky) (1988)
KZwDTkZvh_4,26634,Pascali's Island (1988)
KjEs8O7kEJ0,26638,Prison (1988)
Ixp1ZmroNrY,26643,Tales from the Gimli Hospital (1988)
lWtZS3Rh-Tc,26644,Landscape in the Mist (Topio stin omichli) (1988)
UUi_pfStOBM,26647,"World Apart, A (1988)"
m44NQUIOaiQ,26649,Lonesome Dove (1989)
im6DxYGxFPk,26655,Common Threads: Stories from the Quilt (1989)
4bG17OYs-GA,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989)
elNCMX8EzAM,26663,Monsieur Hire (1989)
CKE2NlnieK8,26664,Moon 44 (1990)
4Mh6hoFsmFc,26670,Rikyu (1989)
EkJZ0oOsnWk,26672,Speaking Parts (1989)
_pZn1RUowF0,26674,Prime Suspect (1991)
_5ZGcob1q7s,26676,Almost an Angel (1990)
HhWOfQjqgXA,26677,Black Rainbow (1989)
yB1bLlguZVY,26680,Cry-Baby (1990)
pC6BfoDsTII,26681,Bullet in the Head (1990)
GJ43CuxZB_Y,26682,Downtown (1990)
mG-zKOl0yLw,26684,Frankenhooker (1990)
Xe80DlmX23s,26685,"Garden, The (1990)"
4nRkAUAXT_A,26686,Ghost Dad (1990)
yy54Q4rcJuk,26688,Hard to Kill (1990)
ojuquGS2aSo,26689,Havana (1990)
Lol61ybhgC0,26690,Shipwrecked (a.k.a. Haakon Haakonsen) (1990)
v7YIli0wgfc,26691,I Hired a Contract Killer (1990)
iMspVKv56vQ,26693,It (1990)
UntezgPh26o,26694,Ju Dou (1990)
Q5Cq9hLArW8,26695,"Krays, The (1990)"
XZ4x4HqSGFk,26696,Lionheart (1990)
fVaABnGMCCo,26698,Narrow Margin (1990)
v05XNXE8zaE,26699,Close-Up (Nema-ye Nazdik) (1990)
8oytFAZZayA,26700,Nuns on the Run (1990)
gxlnDRqPUXE,26702,"Reflecting Skin, The (1990)"
